epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,2888.31,1.09133,0.49383,0.81613,0.48543,0.40166,0.36707,0.16813,2.09159,2.63575,1.0066,0.01964,0.01964,0.01964
186,2903.72,1.11803,0.50128,0.81603,0.61974,0.37059,0.38024,0.17535,2.10053,2.64654,1.01565,0.019475,0.019475,0.019475
187,2919.1,1.09371,0.48612,0.8229,0.60076,0.38186,0.39959,0.18348,2.0918,2.5767,1.01314,0.01931,0.01931,0.01931
188,2934.88,1.1039,0.49189,0.82057,0.55551,0.44656,0.42717,0.19982,2.0734,2.45814,1.0069,0.019145,0.019145,0.019145
189,2950.36,1.0952,0.48718,0.81486,0.62246,0.41317,0.42976,0.20074,2.05988,2.35471,1.00473,0.01898,0.01898,0.01898
190,2965.9,1.09384,0.48283,0.815,0.57215,0.44696,0.43395,0.195,2.07931,2.47117,1.01059,0.018815,0.018815,0.018815
191,2981.34,1.0897,0.48517,0.81544,0.60861,0.43307,0.44965,0.20816,2.03193,2.34859,0.99948,0.01865,0.01865,0.01865
192,2996.84,1.06182,0.48194,0.81778,0.56676,0.4472,0.42655,0.19779,2.08831,2.31984,1.00875,0.018485,0.018485,0.018485
193,3012.29,1.09772,0.47882,0.81729,0.55531,0.4248,0.41657,0.18981,2.09481,2.33806,1.01357,0.01832,0.01832,0.01832
194,3027.67,1.07475,0.48026,0.81508,0.5073,0.44062,0.42282,0.19222,2.07624,2.46224,1.01147,0.018155,0.018155,0.018155
195,3042.99,1.07512,0.48219,0.81486,0.59049,0.43046,0.42698,0.19283,2.08941,2.29197,1.01492,0.01799,0.01799,0.01799
196,3058.77,1.07425,0.47532,0.81636,0.52635,0.42827,0.40123,0.17921,2.08793,2.32174,1.01062,0.017825,0.017825,0.017825
197,3074.22,1.06668,0.47366,0.81549,0.52569,0.44623,0.41311,0.18783,2.13284,2.24145,1.01777,0.01766,0.01766,0.01766
198,3089.61,1.06195,0.47734,0.81037,0.56148,0.44313,0.41412,0.19176,2.08859,2.24984,1.00634,0.017495,0.017495,0.017495
199,3105.23,1.07681,0.48142,0.81503,0.51129,0.43714,0.41112,0.19226,2.07622,2.29642,1.00928,0.01733,0.01733,0.01733
200,3120.78,1.0468,0.46879,0.81352,0.54321,0.42068,0.40167,0.18447,2.08187,2.29229,1.01158,0.017165,0.017165,0.017165
201,3136.33,1.07498,0.47816,0.8089,0.50615,0.43342,0.39909,0.18136,2.12294,2.3281,1.02118,0.017,0.017,0.017
202,3151.88,1.04666,0.46335,0.81619,0.48352,0.44057,0.39127,0.1777,2.10277,2.31468,1.00878,0.016835,0.016835,0.016835
203,3167.36,1.03401,0.46236,0.80949,0.48594,0.43931,0.38555,0.18,2.09696,2.34287,1.01261,0.01667,0.01667,0.01667
204,3182.7,1.04893,0.46735,0.81331,0.476,0.4111,0.38516,0.17746,2.09488,2.34875,1.00795,0.016505,0.016505,0.016505
205,3198.4,1.03544,0.46759,0.81183,0.52758,0.394,0.39413,0.18449,2.09366,2.37288,1.00911,0.01634,0.01634,0.01634
206,3214.07,1.06101,0.48106,0.81132,0.50089,0.41317,0.38588,0.17704,2.11395,2.5085,1.01338,0.016175,0.016175,0.016175
207,3229.5,1.05645,0.47455,0.8113,0.48346,0.42668,0.39654,0.18411,2.12661,2.47304,1.01956,0.01601,0.01601,0.01601
208,3245.08,1.02599,0.45599,0.80669,0.50819,0.43083,0.39145,0.1844,2.09895,2.51965,1.01502,0.015845,0.015845,0.015845
209,3260.66,1.03457,0.46099,0.81489,0.50092,0.43307,0.39433,0.18885,2.07097,2.45138,1.00952,0.01568,0.01568,0.01568
210,3276.38,1.04472,0.46367,0.81285,0.50183,0.43762,0.39227,0.18658,2.09562,2.38005,1.0119,0.015515,0.015515,0.015515
211,3292.08,1.00854,0.4545,0.81048,0.5029,0.42851,0.38485,0.1836,2.07102,2.51237,1.01004,0.01535,0.01535,0.01535
212,3307.54,1.01819,0.45713,0.80848,0.49688,0.4246,0.38049,0.18265,2.08137,2.52483,1.01838,0.015185,0.015185,0.015185
213,3323.06,1.01909,0.46496,0.81162,0.49372,0.41923,0.38647,0.18282,2.09156,2.55732,1.02408,0.01502,0.01502,0.01502
214,3338.71,1.00839,0.4558,0.80867,0.52535,0.41405,0.39675,0.18765,2.09179,2.52204,1.02237,0.014855,0.014855,0.014855
215,3354.44,1.01692,0.456,0.80774,0.51731,0.45272,0.40916,0.19295,2.09946,2.44431,1.02084,0.01469,0.01469,0.01469
216,3370.17,0.98737,0.44523,0.80992,0.52455,0.41884,0.40113,0.19626,2.09975,2.50495,1.0307,0.014525,0.014525,0.014525
217,3385.88,0.99847,0.45023,0.8069,0.51344,0.43123,0.4028,0.19401,2.08489,2.46331,1.02455,0.01436,0.01436,0.01436
218,3401.48,0.99548,0.442,0.80168,0.50789,0.42687,0.40372,0.19077,2.08895,2.45751,1.02255,0.014195,0.014195,0.014195
219,3416.97,1.00614,0.44674,0.8095,0.51723,0.43563,0.41081,0.19556,2.10925,2.44783,1.01959,0.01403,0.01403,0.01403
220,3432.54,1.00095,0.44949,0.8047,0.51164,0.4241,0.40555,0.19366,2.11418,2.5113,1.02187,0.013865,0.013865,0.013865
221,3448,0.99163,0.43942,0.80338,0.49834,0.43955,0.39765,0.18913,2.09734,2.54864,1.01741,0.0137,0.0137,0.0137
222,3463.49,0.97886,0.44295,0.80571,0.51929,0.42562,0.40888,0.19545,2.0769,2.42941,1.0127,0.013535,0.013535,0.013535
223,3478.98,0.97223,0.43691,0.80539,0.48318,0.42461,0.41099,0.19333,2.08331,2.38819,1.01377,0.01337,0.01337,0.01337
224,3494.34,0.94752,0.43207,0.80552,0.48993,0.43051,0.40708,0.1893,2.0844,2.34916,1.01057,0.013205,0.013205,0.013205
225,3509.8,0.97707,0.42691,0.80681,0.51599,0.43065,0.39608,0.18863,2.08877,2.42742,1.01372,0.01304,0.01304,0.01304
226,3525.53,0.95172,0.43034,0.80377,0.52499,0.42672,0.39493,0.18787,2.07108,2.40961,1.00758,0.012875,0.012875,0.012875
227,3541.15,0.96345,0.43053,0.80647,0.53443,0.4209,0.40108,0.19089,2.05434,2.39287,1.00563,0.01271,0.01271,0.01271
228,3556.61,0.96623,0.43637,0.80305,0.6376,0.37998,0.40218,0.1924,2.05272,2.43086,1.00498,0.012545,0.012545,0.012545
229,3572.19,0.95932,0.433,0.80143,0.54323,0.41182,0.39335,0.18706,2.08523,2.48153,1.01365,0.01238,0.01238,0.01238
230,3587.73,0.96788,0.42937,0.80563,0.54339,0.40678,0.39055,0.18475,2.07726,2.43891,1.01131,0.012215,0.012215,0.012215
231,3603.13,0.94652,0.42525,0.7951,0.58343,0.39686,0.39958,0.1883,2.08377,2.36479,1.01207,0.01205,0.01205,0.01205
232,3618.64,0.93232,0.42053,0.79901,0.56013,0.41324,0.40322,0.19243,2.08865,2.27798,1.01099,0.011885,0.011885,0.011885
233,3634.34,0.95525,0.42947,0.80079,0.57793,0.42407,0.41767,0.19753,2.06455,2.2661,1.00948,0.01172,0.01172,0.01172
234,3649.98,0.94401,0.42564,0.80434,0.54386,0.4258,0.41192,0.19274,2.09803,2.3471,1.02062,0.011555,0.011555,0.011555
235,3665.48,0.92796,0.41584,0.79419,0.58094,0.4107,0.4119,0.19096,2.1025,2.38058,1.02319,0.01139,0.01139,0.01139
236,3680.99,0.95013,0.42495,0.79955,0.62133,0.37363,0.405,0.19222,2.09901,2.39614,1.02221,0.011225,0.011225,0.011225
237,3696.58,0.9331,0.42149,0.79286,0.53222,0.42324,0.40773,0.18898,2.09522,2.4041,1.01886,0.01106,0.01106,0.01106
238,3712.32,0.93514,0.41865,0.80148,0.55172,0.4063,0.39636,0.18797,2.08616,2.44173,1.01355,0.010895,0.010895,0.010895
239,3727.86,0.91578,0.41479,0.79921,0.50842,0.41821,0.39506,0.18557,2.09426,2.46484,1.01056,0.01073,0.01073,0.01073
240,3743.37,0.94486,0.4214,0.80087,0.52656,0.43257,0.39756,0.18373,2.09653,2.48841,1.01393,0.010565,0.010565,0.010565
241,3758.83,0.92473,0.41219,0.80178,0.52829,0.43921,0.39352,0.18173,2.09089,2.47203,1.01598,0.0104,0.0104,0.0104
242,3774.36,0.89989,0.4038,0.79798,0.51638,0.42779,0.38782,0.18154,2.09686,2.49726,1.01425,0.010235,0.010235,0.010235
243,3790.04,0.91469,0.4144,0.79383,0.49644,0.42619,0.38814,0.18077,2.09203,2.52283,1.01313,0.01007,0.01007,0.01007
244,3805.82,0.9251,0.41494,0.79952,0.4985,0.42987,0.40403,0.18623,2.08557,2.44852,1.01405,0.009905,0.009905,0.009905
245,3821.35,0.92185,0.40867,0.79483,0.50172,0.44178,0.4075,0.18703,2.07022,2.4115,1.00917,0.00974,0.00974,0.00974
246,3836.9,0.91146,0.40846,0.80008,0.54083,0.4246,0.40556,0.18711,2.06871,2.41188,1.00759,0.009575,0.009575,0.009575
247,3852.52,0.9014,0.40341,0.79715,0.58394,0.39978,0.39696,0.18442,2.05825,2.47101,1.00476,0.00941,0.00941,0.00941
248,3868.14,0.88313,0.39639,0.79997,0.52869,0.43075,0.38948,0.18232,2.04805,2.4559,0.99976,0.009245,0.009245,0.009245
249,3883.65,0.89229,0.40026,0.79024,0.5611,0.4095,0.37974,0.1773,2.05954,2.50492,1.00514,0.00908,0.00908,0.00908
250,3899.1,0.89834,0.40273,0.79387,0.51991,0.43171,0.38613,0.18211,2.05289,2.47409,1.00705,0.008915,0.008915,0.008915
251,3914.58,0.88026,0.39554,0.79235,0.55291,0.41342,0.38667,0.18367,2.04036,2.46576,1.00657,0.00875,0.00875,0.00875
252,3930.12,0.8768,0.39493,0.79407,0.53517,0.40998,0.38776,0.18496,2.03983,2.49222,1.00432,0.008585,0.008585,0.008585
253,3945.56,0.89199,0.39361,0.79842,0.52168,0.42221,0.39055,0.18379,2.04285,2.48353,1.00474,0.00842,0.00842,0.00842
254,3961.14,0.87475,0.39594,0.7946,0.52646,0.41525,0.38344,0.17956,2.06111,2.53292,1.00967,0.008255,0.008255,0.008255
255,3976.61,0.8672,0.38764,0.7933,0.50569,0.42212,0.38485,0.17923,2.05663,2.48664,1.01057,0.00809,0.00809,0.00809
256,3992.22,0.87673,0.3936,0.79397,0.53691,0.42053,0.38686,0.17998,2.04707,2.48108,1.00599,0.007925,0.007925,0.007925
257,4007.83,0.86777,0.39256,0.79252,0.51554,0.41821,0.38027,0.17596,2.05415,2.47804,1.00662,0.00776,0.00776,0.00776
258,4023.39,0.86755,0.38929,0.79775,0.52566,0.41585,0.38416,0.17718,2.0613,2.46158,1.00473,0.007595,0.007595,0.007595
259,4039,0.86921,0.38849,0.79205,0.5234,0.41541,0.38328,0.17921,2.06437,2.47094,1.0091,0.00743,0.00743,0.00743
260,4054.53,0.85018,0.3896,0.7905,0.51326,0.42348,0.37787,0.1762,2.06148,2.49971,1.00894,0.007265,0.007265,0.007265
261,4070.03,0.86386,0.39269,0.79358,0.50559,0.41803,0.37792,0.17505,2.06641,2.519,1.00948,0.0071,0.0071,0.0071
262,4085.55,0.83732,0.38047,0.79623,0.51139,0.41999,0.37513,0.17441,2.06767,2.50366,1.00813,0.006935,0.006935,0.006935
263,4100.99,0.84698,0.38571,0.7911,0.51382,0.42164,0.37359,0.17303,2.07012,2.50574,1.00881,0.00677,0.00677,0.00677
264,4116.26,0.84877,0.38227,0.79102,0.52103,0.41867,0.37836,0.17542,2.06942,2.50709,1.00725,0.006605,0.006605,0.006605
265,4131.94,0.82954,0.37516,0.78987,0.5244,0.41797,0.38859,0.17846,2.06943,2.4779,1.00681,0.00644,0.00644,0.00644
266,4147.37,0.82392,0.37405,0.79122,0.53347,0.42226,0.38884,0.17832,2.07321,2.50422,1.00763,0.006275,0.006275,0.006275
267,4162.74,0.8367,0.37844,0.79327,0.52553,0.41046,0.39492,0.18127,2.0652,2.486,1.00313,0.00611,0.00611,0.00611
268,4178.48,0.83034,0.37602,0.79263,0.52212,0.4123,0.38658,0.17985,2.06181,2.50211,1.00143,0.005945,0.005945,0.005945
269,4193.93,0.82253,0.37104,0.7914,0.52042,0.41254,0.39027,0.17942,2.06698,2.50262,1.00205,0.00578,0.00578,0.00578
270,4209.33,0.82906,0.37142,0.78728,0.5115,0.41317,0.38746,0.17621,2.07003,2.51329,1.00299,0.005615,0.005615,0.005615
271,4224.69,0.81245,0.37101,0.79142,0.51361,0.41226,0.38652,0.17649,2.06244,2.53631,1.00134,0.00545,0.00545,0.00545
272,4240.03,0.79412,0.367,0.78517,0.5228,0.41573,0.38832,0.17639,2.07547,2.5447,1.00877,0.005285,0.005285,0.005285
273,4255.4,0.80876,0.37064,0.79148,0.51834,0.40997,0.38124,0.17481,2.07885,2.5642,1.01025,0.00512,0.00512,0.00512
274,4271.09,0.80948,0.36361,0.79131,0.51096,0.4113,0.38321,0.17726,2.08417,2.54975,1.01227,0.004955,0.004955,0.004955
275,4286.66,0.79665,0.36322,0.78782,0.51101,0.41613,0.38241,0.17704,2.08418,2.55939,1.01251,0.00479,0.00479,0.00479
276,4302.01,0.79627,0.36348,0.78781,0.51357,0.41613,0.38355,0.17863,2.09038,2.53558,1.01572,0.004625,0.004625,0.004625
277,4317.32,0.78884,0.35839,0.78824,0.52333,0.41269,0.38506,0.18083,2.07723,2.50529,1.01318,0.00446,0.00446,0.00446
278,4332.61,0.77189,0.35677,0.78864,0.55114,0.40766,0.38899,0.18182,2.07827,2.48738,1.01294,0.004295,0.004295,0.004295
279,4347.86,0.78191,0.36096,0.78415,0.54605,0.40287,0.38729,0.18164,2.0697,2.47968,1.01002,0.00413,0.00413,0.00413
280,4363.16,0.77956,0.35339,0.7893,0.54128,0.40127,0.38683,0.18048,2.06791,2.50488,1.00988,0.003965,0.003965,0.003965
281,4378.52,0.77817,0.35336,0.78852,0.52184,0.40766,0.38594,0.18071,2.06571,2.51407,1.01134,0.0038,0.0038,0.0038
282,4393.86,0.78812,0.35691,0.78867,0.52145,0.4063,0.38174,0.17774,2.06979,2.51486,1.01027,0.003635,0.003635,0.003635
283,4409.12,0.78488,0.36034,0.78632,0.53018,0.40471,0.38164,0.1771,2.06798,2.52923,1.01068,0.00347,0.00347,0.00347
284,4424.45,0.75584,0.35361,0.78319,0.5208,0.40864,0.37788,0.17437,2.06474,2.5319,1.00973,0.003305,0.003305,0.003305
285,4439.77,0.77587,0.35365,0.78752,0.51948,0.40446,0.37545,0.17533,2.06765,2.55502,1.01044,0.00314,0.00314,0.00314
286,4455.38,0.75769,0.34817,0.78585,0.52099,0.40426,0.3752,0.17548,2.05822,2.55915,1.00855,0.002975,0.002975,0.002975
287,4470.83,0.77228,0.35387,0.78368,0.51749,0.40311,0.37085,0.17217,2.05461,2.58026,1.00916,0.00281,0.00281,0.00281
288,4486.04,0.77114,0.34977,0.78649,0.51692,0.40311,0.36861,0.17151,2.05712,2.61119,1.00944,0.002645,0.002645,0.002645
289,4501.29,0.77009,0.35147,0.78204,0.51815,0.40274,0.36638,0.17051,2.05641,2.6054,1.00972,0.00248,0.00248,0.00248
290,4516.61,0.74478,0.33887,0.78269,0.51818,0.40446,0.36905,0.17166,2.04498,2.58724,1.00677,0.002315,0.002315,0.002315
291,4533.71,0.73917,0.34123,0.78512,0.5292,0.40311,0.36877,0.17285,2.03682,2.55117,1.00702,0.00215,0.00215,0.00215
