epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,5205.7,1.38224,0.65015,0.85623,0.52654,0.41794,0.40482,0.16332,2.29982,2.77882,1.06041,0.02096,0.02096,0.02096
178,5235.08,1.42837,0.65676,0.86673,0.48535,0.44543,0.405,0.16512,2.29708,2.71535,1.06066,0.020795,0.020795,0.020795
179,5264.35,1.42219,0.66426,0.86296,0.50024,0.43071,0.38481,0.1582,2.3104,2.86056,1.06549,0.02063,0.02063,0.02063
180,5293.6,1.39224,0.63952,0.86019,0.47909,0.43952,0.40356,0.17073,2.31531,2.78529,1.06872,0.020465,0.020465,0.020465
181,5322.94,1.39778,0.64472,0.86277,0.57602,0.38934,0.39574,0.16594,2.33361,2.82193,1.07026,0.0203,0.0203,0.0203
182,5352.14,1.40586,0.64774,0.8625,0.48659,0.42506,0.40612,0.16978,2.31401,2.7355,1.0623,0.020135,0.020135,0.020135
183,5381.44,1.40571,0.64497,0.86827,0.52751,0.40411,0.3894,0.15772,2.3663,2.93315,1.07307,0.01997,0.01997,0.01997
184,5410.63,1.4001,0.6481,0.86293,0.51746,0.43904,0.40251,0.16419,2.33578,2.67857,1.06564,0.019805,0.019805,0.019805
185,5439.89,1.38485,0.64118,0.86249,0.46717,0.43832,0.38425,0.16109,2.31662,2.74188,1.06163,0.01964,0.01964,0.01964
186,5469.12,1.38056,0.63578,0.85684,0.48489,0.40408,0.38315,0.16343,2.35824,2.76409,1.0734,0.019475,0.019475,0.019475
187,5498.42,1.38503,0.63248,0.85392,0.54193,0.43241,0.40705,0.17141,2.33718,2.64486,1.07091,0.01931,0.01931,0.01931
188,5527.56,1.39686,0.64706,0.86066,0.55007,0.40972,0.39888,0.16828,2.33315,2.69217,1.07085,0.019145,0.019145,0.019145
189,5556.79,1.3695,0.63195,0.8552,0.57708,0.3907,0.39057,0.15706,2.3471,2.73451,1.06916,0.01898,0.01898,0.01898
190,5586.03,1.41971,0.64658,0.85917,0.48741,0.41508,0.37608,0.15354,2.33326,2.75547,1.06764,0.018815,0.018815,0.018815
191,5615.1,1.38418,0.63946,0.85619,0.55273,0.38736,0.39056,0.16662,2.32898,2.72666,1.06882,0.01865,0.01865,0.01865
192,5644.27,1.35171,0.62912,0.8498,0.46606,0.43358,0.39141,0.163,2.35859,2.73391,1.07734,0.018485,0.018485,0.018485
193,5673.43,1.37327,0.63071,0.8569,0.56729,0.39926,0.39751,0.16896,2.34158,2.75132,1.06632,0.01832,0.01832,0.01832
194,5702.5,1.36899,0.63113,0.859,0.50005,0.42622,0.40245,0.17264,2.32263,2.76966,1.06442,0.018155,0.018155,0.018155
195,5731.64,1.36078,0.62162,0.85575,0.56282,0.40853,0.40496,0.16875,2.32296,2.77225,1.06132,0.01799,0.01799,0.01799
196,5760.99,1.35952,0.62294,0.85499,0.5119,0.42762,0.41031,0.16971,2.31912,2.76453,1.07007,0.017825,0.017825,0.017825
197,5790.11,1.37207,0.63464,0.85817,0.49628,0.43744,0.41519,0.17645,2.29001,2.64234,1.06185,0.01766,0.01766,0.01766
198,5819.12,1.36197,0.61792,0.85437,0.55835,0.40453,0.39975,0.17036,2.31886,2.71687,1.0642,0.017495,0.017495,0.017495
199,5848.21,1.36163,0.62162,0.85326,0.5778,0.39439,0.38711,0.16477,2.35108,2.82253,1.07293,0.01733,0.01733,0.01733
200,5877.5,1.31436,0.62141,0.8492,0.54255,0.39558,0.39379,0.1626,2.36198,2.87545,1.07656,0.017165,0.017165,0.017165
201,5906.72,1.35628,0.62018,0.85814,0.53699,0.38934,0.38946,0.16126,2.34812,2.90763,1.07473,0.017,0.017,0.017
202,5936.06,1.37073,0.62547,0.85506,0.48092,0.40061,0.38102,0.16084,2.33636,2.87511,1.07346,0.016835,0.016835,0.016835
203,5965.32,1.35441,0.61696,0.85196,0.55725,0.38779,0.40453,0.16928,2.31662,2.84082,1.06501,0.01667,0.01667,0.01667
204,5994.53,1.35144,0.61871,0.84976,0.54041,0.39277,0.39595,0.16494,2.32152,2.91945,1.06752,0.016505,0.016505,0.016505
205,6023.86,1.31428,0.60379,0.84425,0.46871,0.42643,0.39131,0.1669,2.31314,2.96265,1.06651,0.01634,0.01634,0.01634
206,6053.07,1.33498,0.60814,0.84622,0.53356,0.38618,0.39297,0.1632,2.33481,2.91517,1.0709,0.016175,0.016175,0.016175
207,6082.27,1.31942,0.60879,0.85175,0.69708,0.351,0.40461,0.17103,2.33215,2.85918,1.07179,0.01601,0.01601,0.01601
208,6111.73,1.29908,0.59887,0.84499,0.56815,0.39319,0.40882,0.16966,2.3137,2.83502,1.06468,0.015845,0.015845,0.015845
209,6140.98,1.32727,0.61675,0.85386,0.70838,0.34251,0.40224,0.16604,2.31534,2.7743,1.06769,0.01568,0.01568,0.01568
210,6170.17,1.31346,0.59762,0.85091,0.47601,0.4183,0.39985,0.16918,2.32304,2.84138,1.0697,0.015515,0.015515,0.015515
211,6199.46,1.32772,0.60037,0.84901,0.6519,0.35188,0.39618,0.16933,2.30355,2.87237,1.07069,0.01535,0.01535,0.01535
212,6228.78,1.29627,0.60096,0.84921,0.49345,0.40486,0.39596,0.17022,2.3256,2.84052,1.07597,0.015185,0.015185,0.015185
213,6258.06,1.29855,0.60476,0.84709,0.59398,0.37361,0.39717,0.16765,2.33294,2.84096,1.07677,0.01502,0.01502,0.01502
214,6287.31,1.304,0.60462,0.84516,0.6235,0.35667,0.39372,0.16391,2.32551,2.94759,1.07254,0.014855,0.014855,0.014855
215,6316.85,1.31412,0.60282,0.84804,0.50682,0.3881,0.3917,0.16037,2.33979,3.01307,1.07748,0.01469,0.01469,0.01469
216,6346.13,1.29018,0.59447,0.84556,0.46021,0.41285,0.38377,0.15551,2.34057,3.11277,1.07928,0.014525,0.014525,0.014525
217,6375.29,1.29156,0.59898,0.83881,0.59774,0.36035,0.39714,0.16759,2.33377,2.98834,1.07542,0.01436,0.01436,0.01436
218,6404.46,1.28057,0.59124,0.84391,0.50864,0.40381,0.40436,0.16509,2.33015,2.89478,1.07142,0.014195,0.014195,0.014195
219,6433.6,1.26142,0.58188,0.84324,0.48753,0.40978,0.40419,0.16926,2.30839,2.836,1.06951,0.01403,0.01403,0.01403
220,6462.73,1.29728,0.59121,0.84739,0.59733,0.37932,0.40409,0.17348,2.30091,2.83632,1.06842,0.013865,0.013865,0.013865
221,6491.84,1.29095,0.58829,0.84437,0.63285,0.37192,0.40847,0.17309,2.30562,2.8025,1.06657,0.0137,0.0137,0.0137
222,6521.04,1.28213,0.58668,0.843,0.60937,0.37955,0.40727,0.17605,2.31642,2.85047,1.07382,0.013535,0.013535,0.013535
223,6550.3,1.29343,0.58095,0.84527,0.56529,0.36685,0.389,0.1716,2.32008,2.92474,1.07523,0.01337,0.01337,0.01337
224,6579.66,1.28706,0.59585,0.84855,0.53978,0.37873,0.386,0.17121,2.3042,2.85077,1.06795,0.013205,0.013205,0.013205
225,6608.86,1.26092,0.58308,0.84542,0.51802,0.38314,0.38542,0.16968,2.30377,2.90973,1.06772,0.01304,0.01304,0.01304
226,6638.09,1.27305,0.58057,0.84559,0.46142,0.40429,0.38595,0.16752,2.31242,2.96378,1.07164,0.012875,0.012875,0.012875
227,6667.42,1.24912,0.58082,0.83899,0.48314,0.41987,0.38991,0.16668,2.30145,2.88279,1.06882,0.01271,0.01271,0.01271
228,6696.72,1.24042,0.57124,0.8433,0.56018,0.3798,0.38496,0.1676,2.30522,2.91718,1.07042,0.012545,0.012545,0.012545
229,6726.01,1.23667,0.56426,0.83409,0.52816,0.40027,0.38997,0.16774,2.29661,2.8679,1.07025,0.01238,0.01238,0.01238
230,6755.22,1.26852,0.58323,0.83903,0.53915,0.38934,0.37861,0.16202,2.30301,2.86125,1.06989,0.012215,0.012215,0.012215
